producto,presentacion,marca,categoria,catalogo,precio,fecha_registro,cadena_comercial,giro,nombre_comercial,direccion,estado,municipio,latitud,longitud
Col,1 Kg. Granel. Blanca o Repollo,S/M,Hortalizas Frescas,Frutas y Legumbres,32.9,2026/07/31,Sumesa,Supermercado / Tienda de Autoservicio,Sumesa Sucursal San Angel,Cracovia 97 Esq. Revolucion. Col. San Angel. Cp. 01000,Ciudad de México,Álvaro Obregón,19.348299,-99.190362
Col,1 Kg. Granel. Morada,S/M,Hortalizas Frescas,Frutas y Legumbres,37.1,2026/07/31,Sumesa,Supermercado / Tienda de Autoservicio,Sumesa Sucursal San Angel,Cracovia 97 Esq. Revolucion. Col. San Angel. Cp. 01000,Ciudad de México,Álvaro Obregón,19.348299,-99.190362
Durazno,1 Kg. Granel. Amarillo,S/M,Frutas Frescas,Frutas y Legumbres,110,2026/07/31,Sumesa,Supermercado / Tienda de Autoservicio,Sumesa Sucursal San Angel,Cracovia 97 Esq. Revolucion. Col. San Angel. Cp. 01000,Ciudad de México,Álvaro Obregón,19.348299,-99.190362
Durazno,1 Kg. Granel. Melocotón,S/M,Frutas Frescas,Frutas y Legumbres,98.5,2026/07/31,Sumesa,Supermercado / Tienda de Autoservicio,Sumesa Sucursal San Angel,Cracovia 97 Esq. Revolucion. Col. San Angel. Cp. 01000,Ciudad de México,Álvaro Obregón,19.348299,-99.190362
Ejote,1 Kg. Granel. Verde,S/M,Hortalizas Frescas,Frutas y Legumbres,54.9,2026/07/31,Sumesa,Supermercado / Tienda de Autoservicio,Sumesa Sucursal San Angel,Cracovia 97 Esq. Revolucion. Col. San Angel. Cp. 01000,Ciudad de México,Álvaro Obregón,19.348299,-99.190362
Elote,Pieza,S/M,Hortalizas Frescas,Frutas y Legumbres,10.9,2026/07/31,Sumesa,Supermercado / Tienda de Autoservicio,Sumesa Sucursal San Angel,Cracovia 97 Esq. Revolucion. Col. San Angel. Cp. 01000,Ciudad de México,Álvaro Obregón,19.348299,-99.190362
Espinacas,Manojo,S/M,Hortalizas Frescas,Frutas y Legumbres,10.9,2026/07/31,Sumesa,Supermercado / Tienda de Autoservicio,Sumesa Sucursal San Angel,Cracovia 97 Esq. Revolucion. Col. San Angel. Cp. 01000,Ciudad de México,Álvaro Obregón,19.348299,-99.190362
Fresa,Paquete o Canastilla 454 Gr.,S/M,Frutas Frescas,Frutas y Legumbres,79.9,2026/07/31,Sumesa,Supermercado / Tienda de Autoservicio,Sumesa Sucursal San Angel,Cracovia 97 Esq. Revolucion. Col. San Angel. Cp. 01000,Ciudad de México,Álvaro Obregón,19.348299,-99.190362
Jícama,1 Kg. Granel,S/M,Productos de Temporada (Navideños),Frutas y Legumbres,29.9,2026/07/31,Sumesa,Supermercado / Tienda de Autoservicio,Sumesa Sucursal San Angel,Cracovia 97 Esq. Revolucion. Col. San Angel. Cp. 01000,Ciudad de México,Álvaro Obregón,19.348299,-99.190362
Jitomate,1 Kg. Granel. Bola/sinaloa o Tomate Bola,S/M,Hortalizas Frescas,Frutas y Legumbres,59.9,2026/07/31,Sumesa,Supermercado / Tienda de Autoservicio,Sumesa Sucursal San Angel,Cracovia 97 Esq. Revolucion. Col. San Angel. Cp. 01000,Ciudad de México,Álvaro Obregón,19.348299,-99.190362
Jitomate,1 Kg. Granel. Saladette/huaje o Tomate Saladette/huaje,S/M,Hortalizas Frescas,Frutas y Legumbres,24.9,2026/07/31,Sumesa,Supermercado / Tienda de Autoservicio,Sumesa Sucursal San Angel,Cracovia 97 Esq. Revolucion. Col. San Angel. Cp. 01000,Ciudad de México,Álvaro Obregón,19.348299,-99.190362
Kiwi,1 Kg. Granel,S/M,Frutas Frescas,Frutas y Legumbres,125,2026/07/31,Sumesa,Supermercado / Tienda de Autoservicio,Sumesa Sucursal San Angel,Cracovia 97 Esq. Revolucion. Col. San Angel. Cp. 01000,Ciudad de México,Álvaro Obregón,19.348299,-99.190362
Lechuga,Pieza. Romana,S/M,Hortalizas Frescas,Frutas y Legumbres,22.9,2026/07/31,Sumesa,Supermercado / Tienda de Autoservicio,Sumesa Sucursal San Angel,Cracovia 97 Esq. Revolucion. Col. San Angel. Cp. 01000,Ciudad de México,Álvaro Obregón,19.348299,-99.190362
Limón,1 Kg. Granel. Agrio con Semilla o Colima,S/M,Frutas Frescas,Frutas y Legumbres,49.9,2026/07/31,Sumesa,Supermercado / Tienda de Autoservicio,Sumesa Sucursal San Angel,Cracovia 97 Esq. Revolucion. Col. San Angel. Cp. 01000,Ciudad de México,Álvaro Obregón,19.348299,-99.190362
Limón,1 Kg. Granel. Agrio Sin Semilla o Persa,S/M,Frutas Frescas,Frutas y Legumbres,20.9,2026/07/31,Sumesa,Supermercado / Tienda de Autoservicio,Sumesa Sucursal San Angel,Cracovia 97 Esq. Revolucion. Col. San Angel. Cp. 01000,Ciudad de México,Álvaro Obregón,19.348299,-99.190362
Mamey,1 Kg. Granel,S/M,Frutas Frescas,Frutas y Legumbres,45.9,2026/07/31,Sumesa,Supermercado / Tienda de Autoservicio,Sumesa Sucursal San Angel,Cracovia 97 Esq. Revolucion. Col. San Angel. Cp. 01000,Ciudad de México,Álvaro Obregón,19.348299,-99.190362
Mandarina,1 Kg. Granel,S/M,Frutas Frescas,Frutas y Legumbres,69.9,2026/07/31,Sumesa,Supermercado / Tienda de Autoservicio,Sumesa Sucursal San Angel,Cracovia 97 Esq. Revolucion. Col. San Angel. Cp. 01000,Ciudad de México,Álvaro Obregón,19.348299,-99.190362
Mango,1 Kg. Granel. Ataulfo,S/M,Frutas Frescas,Frutas y Legumbres,59.9,2026/07/31,Sumesa,Supermercado / Tienda de Autoservicio,Sumesa Sucursal San Angel,Cracovia 97 Esq. Revolucion. Col. San Angel. Cp. 01000,Ciudad de México,Álvaro Obregón,19.348299,-99.190362
Mango,1 Kg. Granel. Manila,S/M,Frutas Frescas,Frutas y Legumbres,59.9,2026/07/31,Sumesa,Supermercado / Tienda de Autoservicio,Sumesa Sucursal San Angel,Cracovia 97 Esq. Revolucion. Col. San Angel. Cp. 01000,Ciudad de México,Álvaro Obregón,19.348299,-99.190362
Manzana,1 Kg. Granel. Granny Smith,S/M,Frutas Frescas,Frutas y Legumbres,49.9,2026/07/31,Sumesa,Supermercado / Tienda de Autoservicio,Sumesa Sucursal San Angel,Cracovia 97 Esq. Revolucion. Col. San Angel. Cp. 01000,Ciudad de México,Álvaro Obregón,19.348299,-99.190362
Manzana,1 Kg. Granel. Red Delicious/roja/roja Mediana/roja Americana,S/M,Frutas Frescas,Frutas y Legumbres,39.9,2026/07/31,Sumesa,Supermercado / Tienda de Autoservicio,Sumesa Sucursal San Angel,Cracovia 97 Esq. Revolucion. Col. San Angel. Cp. 01000,Ciudad de México,Álvaro Obregón,19.348299,-99.190362
Manzana,1 Kg. Granel. Royal Gala,S/M,Frutas Frescas,Frutas y Legumbres,69.9,2026/07/31,Sumesa,Supermercado / Tienda de Autoservicio,Sumesa Sucursal San Angel,Cracovia 97 Esq. Revolucion. Col. San Angel. Cp. 01000,Ciudad de México,Álvaro Obregón,19.348299,-99.190362
Melón,1 Kg. Granel. Chino,S/M,Frutas Frescas,Frutas y Legumbres,29.9,2026/07/31,Sumesa,Supermercado / Tienda de Autoservicio,Sumesa Sucursal San Angel,Cracovia 97 Esq. Revolucion. Col. San Angel. Cp. 01000,Ciudad de México,Álvaro Obregón,19.348299,-99.190362
Melón,1 Kg. Granel. Valenciano o Amarillo,S/M,Frutas Frescas,Frutas y Legumbres,45.9,2026/07/31,Sumesa,Supermercado / Tienda de Autoservicio,Sumesa Sucursal San Angel,Cracovia 97 Esq. Revolucion. Col. San Angel. Cp. 01000,Ciudad de México,Álvaro Obregón,19.348299,-99.190362
Naranja,1 Kg. Granel. Valencia,S/M,Frutas Frescas,Frutas y Legumbres,41.9,2026/07/31,Sumesa,Supermercado / Tienda de Autoservicio,Sumesa Sucursal San Angel,Cracovia 97 Esq. Revolucion. Col. San Angel. Cp. 01000,Ciudad de México,Álvaro Obregón,19.348299,-99.190362
Nopal,1 Kg. Granel. Sin Espinas,S/M,Hortalizas Frescas,Frutas y Legumbres,29.9,2026/07/31,Sumesa,Supermercado / Tienda de Autoservicio,Sumesa Sucursal San Angel,Cracovia 97 Esq. Revolucion. Col. San Angel. Cp. 01000,Ciudad de México,Álvaro Obregón,19.348299,-99.190362
Papa,1 Kg. Granel. Alfa/blanca,S/M,Hortalizas Frescas,Frutas y Legumbres,50.9,2026/07/31,Sumesa,Supermercado / Tienda de Autoservicio,Sumesa Sucursal San Angel,Cracovia 97 Esq. Revolucion. Col. San Angel. Cp. 01000,Ciudad de México,Álvaro Obregón,19.348299,-99.190362
Papaya,1 Kg. Granel. Maradol,S/M,Frutas Frescas,Frutas y Legumbres,39.9,2026/07/31,Sumesa,Supermercado / Tienda de Autoservicio,Sumesa Sucursal San Angel,Cracovia 97 Esq. Revolucion. Col. San Angel. Cp. 01000,Ciudad de México,Álvaro Obregón,19.348299,-99.190362
Pepino,1 Kg. Granel,S/M,Hortalizas Frescas,Frutas y Legumbres,36.9,2026/07/31,Sumesa,Supermercado / Tienda de Autoservicio,Sumesa Sucursal San Angel,Cracovia 97 Esq. Revolucion. Col. San Angel. Cp. 01000,Ciudad de México,Álvaro Obregón,19.348299,-99.190362
Pera,1 Kg. Granel. D´anjou,S/M,Frutas Frescas,Frutas y Legumbres,66.7,2026/07/31,Sumesa,Supermercado / Tienda de Autoservicio,Sumesa Sucursal San Angel,Cracovia 97 Esq. Revolucion. Col. San Angel. Cp. 01000,Ciudad de México,Álvaro Obregón,19.348299,-99.190362
Pimiento,1 Kg. Granel. Morrón Verde,S/M,Hortalizas Frescas,Frutas y Legumbres,89.9,2026/07/31,Sumesa,Supermercado / Tienda de Autoservicio,Sumesa Sucursal San Angel,Cracovia 97 Esq. Revolucion. Col. San Angel. Cp. 01000,Ciudad de México,Álvaro Obregón,19.348299,-99.190362
Piña,1 Kg. Granel. Miel,S/M,Frutas Frescas,Frutas y Legumbres,29.9,2026/07/31,Sumesa,Supermercado / Tienda de Autoservicio,Sumesa Sucursal San Angel,Cracovia 97 Esq. Revolucion. Col. San Angel. Cp. 01000,Ciudad de México,Álvaro Obregón,19.348299,-99.190362
Plátano,1 Kg. Granel. Macho,S/M,Frutas Frescas,Frutas y Legumbres,43.9,2026/07/31,Sumesa,Supermercado / Tienda de Autoservicio,Sumesa Sucursal San Angel,Cracovia 97 Esq. Revolucion. Col. San Angel. Cp. 01000,Ciudad de México,Álvaro Obregón,19.348299,-99.190362
Plátano,1 Kg. Granel. Tabasco/chiapas/roatán/portalimón,S/M,Frutas Frescas,Frutas y Legumbres,25.9,2026/07/31,Sumesa,Supermercado / Tienda de Autoservicio,Sumesa Sucursal San Angel,Cracovia 97 Esq. Revolucion. Col. San Angel. Cp. 01000,Ciudad de México,Álvaro Obregón,19.348299,-99.190362
Rábano,Manojo. Cambray,S/M,Hortalizas Frescas,Frutas y Legumbres,18.9,2026/07/31,Sumesa,Supermercado / Tienda de Autoservicio,Sumesa Sucursal San Angel,Cracovia 97 Esq. Revolucion. Col. San Angel. Cp. 01000,Ciudad de México,Álvaro Obregón,19.348299,-99.190362
Tomate,1 Kg. Granel. o Tomate Verde,S/M,Hortalizas Frescas,Frutas y Legumbres,38.9,2026/07/31,Sumesa,Supermercado / Tienda de Autoservicio,Sumesa Sucursal San Angel,Cracovia 97 Esq. Revolucion. Col. San Angel. Cp. 01000,Ciudad de México,Álvaro Obregón,19.348299,-99.190362
Tomate,1 Kg. Granel. Verde Sin Cáscara,S/M,Hortalizas Frescas,Frutas y Legumbres,29.5,2026/07/31,Sumesa,Supermercado / Tienda de Autoservicio,Sumesa Sucursal San Angel,Cracovia 97 Esq. Revolucion. Col. San Angel. Cp. 01000,Ciudad de México,Álvaro Obregón,19.348299,-99.190362
Toronja,1 Kg. Granel. o Toronja Sangría,S/M,Frutas Frescas,Frutas y Legumbres,36.9,2026/07/31,Sumesa,Supermercado / Tienda de Autoservicio,Sumesa Sucursal San Angel,Cracovia 97 Esq. Revolucion. Col. San Angel. Cp. 01000,Ciudad de México,Álvaro Obregón,19.348299,-99.190362
Tuna,1 Kg. Granel. o Tuna Blanca,S/M,Frutas Frescas,Frutas y Legumbres,39.9,2026/07/31,Sumesa,Supermercado / Tienda de Autoservicio,Sumesa Sucursal San Angel,Cracovia 97 Esq. Revolucion. Col. San Angel. Cp. 01000,Ciudad de México,Álvaro Obregón,19.348299,-99.190362
Uva,1 Kg. Granel. Roja Sin Semilla,S/M,Frutas Frescas,Frutas y Legumbres,139,2026/07/31,Sumesa,Supermercado / Tienda de Autoservicio,Sumesa Sucursal San Angel,Cracovia 97 Esq. Revolucion. Col. San Angel. Cp. 01000,Ciudad de México,Álvaro Obregón,19.348299,-99.190362
Uva,1 Kg. Granel. Thompson. Blanca Sin Semilla,S/M,Frutas Frescas,Frutas y Legumbres,129,2026/07/31,Sumesa,Supermercado / Tienda de Autoservicio,Sumesa Sucursal San Angel,Cracovia 97 Esq. Revolucion. Col. San Angel. Cp. 01000,Ciudad de México,Álvaro Obregón,19.348299,-99.190362
Zanahoria,1 Kg. Granel. Mediana,S/M,Hortalizas Frescas,Frutas y Legumbres,18.9,2026/07/31,Sumesa,Supermercado / Tienda de Autoservicio,Sumesa Sucursal San Angel,Cracovia 97 Esq. Revolucion. Col. San Angel. Cp. 01000,Ciudad de México,Álvaro Obregón,19.348299,-99.190362
Acelga,Manojo,S/M,Hortalizas Frescas,Frutas y Legumbres,12.9,2026/07/31,Wal-mart Express,Supermercado / Tienda de Autoservicio,Walmart Express Sucursal Unidad Av. Toluca,Toluca 511. Entre Privada de los Angeles y Cerrada de Seminario. Col. Olivar de los Padres. Cp. 01780,Ciudad de México,Álvaro Obregón,19.338921,-99.218854
Aguacate,1 Kg. Granel. Hass,S/M,Frutas Frescas,Frutas y Legumbres,64,2026/07/31,Wal-mart Express,Supermercado / Tienda de Autoservicio,Walmart Express Sucursal Unidad Av. Toluca,Toluca 511. Entre Privada de los Angeles y Cerrada de Seminario. Col. Olivar de los Padres. Cp. 01780,Ciudad de México,Álvaro Obregón,19.338921,-99.218854
Alcachofa,Pieza,S/M,Hortalizas Frescas,Frutas y Legumbres,65,2026/07/31,Wal-mart Express,Supermercado / Tienda de Autoservicio,Walmart Express Sucursal Unidad Av. Toluca,Toluca 511. Entre Privada de los Angeles y Cerrada de Seminario. Col. Olivar de los Padres. Cp. 01780,Ciudad de México,Álvaro Obregón,19.338921,-99.218854
Apio,1 Kg. Granel,S/M,Hortalizas Frescas,Frutas y Legumbres,39.9,2026/07/31,Wal-mart Express,Supermercado / Tienda de Autoservicio,Walmart Express Sucursal Unidad Av. Toluca,Toluca 511. Entre Privada de los Angeles y Cerrada de Seminario. Col. Olivar de los Padres. Cp. 01780,Ciudad de México,Álvaro Obregón,19.338921,-99.218854
Betabel,1 Kg. Granel,S/M,Hortalizas Frescas,Frutas y Legumbres,39.9,2026/07/31,Wal-mart Express,Supermercado / Tienda de Autoservicio,Walmart Express Sucursal Unidad Av. Toluca,Toluca 511. Entre Privada de los Angeles y Cerrada de Seminario. Col. Olivar de los Padres. Cp. 01780,Ciudad de México,Álvaro Obregón,19.338921,-99.218854
Brócoli,1 Kg. Granel,S/M,Hortalizas Frescas,Frutas y Legumbres,64,2026/07/31,Wal-mart Express,Supermercado / Tienda de Autoservicio,Walmart Express Sucursal Unidad Av. Toluca,Toluca 511. Entre Privada de los Angeles y Cerrada de Seminario. Col. Olivar de los Padres. Cp. 01780,Ciudad de México,Álvaro Obregón,19.338921,-99.218854
Calabaza,1 Kg. Granel. Italiana/japonesa (Larga),S/M,Hortalizas Frescas,Frutas y Legumbres,36.9,2026/07/31,Wal-mart Express,Supermercado / Tienda de Autoservicio,Walmart Express Sucursal Unidad Av. Toluca,Toluca 511. Entre Privada de los Angeles y Cerrada de Seminario. Col. Olivar de los Padres. Cp. 01780,Ciudad de México,Álvaro Obregón,19.338921,-99.218854
Cebolla,1 Kg. Granel. Blanca Sin Rabo,S/M,Hortalizas Frescas,Frutas y Legumbres,42,2026/07/31,Wal-mart Express,Supermercado / Tienda de Autoservicio,Walmart Express Sucursal Unidad Av. Toluca,Toluca 511. Entre Privada de los Angeles y Cerrada de Seminario. Col. Olivar de los Padres. Cp. 01780,Ciudad de México,Álvaro Obregón,19.338921,-99.218854
Cebolla,1 Kg. Granel. Morada,S/M,Hortalizas Frescas,Frutas y Legumbres,46,2026/07/31,Wal-mart Express,Supermercado / Tienda de Autoservicio,Walmart Express Sucursal Unidad Av. Toluca,Toluca 511. Entre Privada de los Angeles y Cerrada de Seminario. Col. Olivar de los Padres. Cp. 01780,Ciudad de México,Álvaro Obregón,19.338921,-99.218854
Cebolla,Manojo. Cambray,S/M,Hortalizas Frescas,Frutas y Legumbres,16.9,2026/07/31,Wal-mart Express,Supermercado / Tienda de Autoservicio,Walmart Express Sucursal Unidad Av. Toluca,Toluca 511. Entre Privada de los Angeles y Cerrada de Seminario. Col. Olivar de los Padres. Cp. 01780,Ciudad de México,Álvaro Obregón,19.338921,-99.218854
Champiñones,1 Kg. Granel,S/M,Hortalizas Frescas,Frutas y Legumbres,110,2026/07/31,Wal-mart Express,Supermercado / Tienda de Autoservicio,Walmart Express Sucursal Unidad Av. Toluca,Toluca 511. Entre Privada de los Angeles y Cerrada de Seminario. Col. Olivar de los Padres. Cp. 01780,Ciudad de México,Álvaro Obregón,19.338921,-99.218854
Chayote,1 Kg. Granel. Sin Espinas,S/M,Hortalizas Frescas,Frutas y Legumbres,39.9,2026/07/31,Wal-mart Express,Supermercado / Tienda de Autoservicio,Walmart Express Sucursal Unidad Av. Toluca,Toluca 511. Entre Privada de los Angeles y Cerrada de Seminario. Col. Olivar de los Padres. Cp. 01780,Ciudad de México,Álvaro Obregón,19.338921,-99.218854
Chícharos,1 Kg. Granel. en Vaina,S/M,Hortalizas Frescas,Frutas y Legumbres,50,2026/07/31,Wal-mart Express,Supermercado / Tienda de Autoservicio,Walmart Express Sucursal Unidad Av. Toluca,Toluca 511. Entre Privada de los Angeles y Cerrada de Seminario. Col. Olivar de los Padres. Cp. 01780,Ciudad de México,Álvaro Obregón,19.338921,-99.218854
Chile Fresco,1 Kg. Granel. de Árbol Verde,S/M,Hortalizas Frescas,Frutas y Legumbres,199,2026/07/31,Wal-mart Express,Supermercado / Tienda de Autoservicio,Walmart Express Sucursal Unidad Av. Toluca,Toluca 511. Entre Privada de los Angeles y Cerrada de Seminario. Col. Olivar de los Padres. Cp. 01780,Ciudad de México,Álvaro Obregón,19.338921,-99.218854
Chile Fresco,1 Kg. Granel. Guero-largo,S/M,Hortalizas Frescas,Frutas y Legumbres,133,2026/07/31,Wal-mart Express,Supermercado / Tienda de Autoservicio,Walmart Express Sucursal Unidad Av. Toluca,Toluca 511. Entre Privada de los Angeles y Cerrada de Seminario. Col. Olivar de los Padres. Cp. 01780,Ciudad de México,Álvaro Obregón,19.338921,-99.218854
Chile Fresco,1 Kg. Granel. Habanero,S/M,Hortalizas Frescas,Frutas y Legumbres,134,2026/07/31,Wal-mart Express,Supermercado / Tienda de Autoservicio,Walmart Express Sucursal Unidad Av. Toluca,Toluca 511. Entre Privada de los Angeles y Cerrada de Seminario. Col. Olivar de los Padres. Cp. 01780,Ciudad de México,Álvaro Obregón,19.338921,-99.218854
Chile Fresco,1 Kg. Granel. Jalapeño o Cuaresmeño,S/M,Hortalizas Frescas,Frutas y Legumbres,25,2026/07/31,Wal-mart Express,Supermercado / Tienda de Autoservicio,Walmart Express Sucursal Unidad Av. Toluca,Toluca 511. Entre Privada de los Angeles y Cerrada de Seminario. Col. Olivar de los Padres. Cp. 01780,Ciudad de México,Álvaro Obregón,19.338921,-99.218854
Chile Fresco,1 Kg. Granel. Poblano o para Rellenar,S/M,Hortalizas Frescas,Frutas y Legumbres,61,2026/07/31,Wal-mart Express,Supermercado / Tienda de Autoservicio,Walmart Express Sucursal Unidad Av. Toluca,Toluca 511. Entre Privada de los Angeles y Cerrada de Seminario. Col. Olivar de los Padres. Cp. 01780,Ciudad de México,Álvaro Obregón,19.338921,-99.218854
Chile Fresco,1 Kg. Granel. Serrano,S/M,Hortalizas Frescas,Frutas y Legumbres,59,2026/07/31,Wal-mart Express,Supermercado / Tienda de Autoservicio,Walmart Express Sucursal Unidad Av. Toluca,Toluca 511. Entre Privada de los Angeles y Cerrada de Seminario. Col. Olivar de los Padres. Cp. 01780,Ciudad de México,Álvaro Obregón,19.338921,-99.218854
Cilantro,Manojo,S/M,Hortalizas Frescas,Frutas y Legumbres,10,2026/07/31,Wal-mart Express,Supermercado / Tienda de Autoservicio,Walmart Express Sucursal Unidad Av. Toluca,Toluca 511. Entre Privada de los Angeles y Cerrada de Seminario. Col. Olivar de los Padres. Cp. 01780,Ciudad de México,Álvaro Obregón,19.338921,-99.218854
Col,1 Kg. Granel. Blanca o Repollo,S/M,Hortalizas Frescas,Frutas y Legumbres,29.9,2026/07/31,Wal-mart Express,Supermercado / Tienda de Autoservicio,Walmart Express Sucursal Unidad Av. Toluca,Toluca 511. Entre Privada de los Angeles y Cerrada de Seminario. Col. Olivar de los Padres. Cp. 01780,Ciudad de México,Álvaro Obregón,19.338921,-99.218854
Col,1 Kg. Granel. Morada,S/M,Hortalizas Frescas,Frutas y Legumbres,65,2026/07/31,Wal-mart Express,Supermercado / Tienda de Autoservicio,Walmart Express Sucursal Unidad Av. Toluca,Toluca 511. Entre Privada de los Angeles y Cerrada de Seminario. Col. Olivar de los Padres. Cp. 01780,Ciudad de México,Álvaro Obregón,19.338921,-99.218854
Coliflor,Pieza,S/M,Hortalizas Frescas,Frutas y Legumbres,65,2026/07/31,Wal-mart Express,Supermercado / Tienda de Autoservicio,Walmart Express Sucursal Unidad Av. Toluca,Toluca 511. Entre Privada de los Angeles y Cerrada de Seminario. Col. Olivar de los Padres. Cp. 01780,Ciudad de México,Álvaro Obregón,19.338921,-99.218854
Durazno,1 Kg. Granel. Melocotón,S/M,Frutas Frescas,Frutas y Legumbres,74,2026/07/31,Wal-mart Express,Supermercado / Tienda de Autoservicio,Walmart Express Sucursal Unidad Av. Toluca,Toluca 511. Entre Privada de los Angeles y Cerrada de Seminario. Col. Olivar de los Padres. Cp. 01780,Ciudad de México,Álvaro Obregón,19.338921,-99.218854
Ejote,1 Kg. Granel. Verde,S/M,Hortalizas Frescas,Frutas y Legumbres,69,2026/07/31,Wal-mart Express,Supermercado / Tienda de Autoservicio,Walmart Express Sucursal Unidad Av. Toluca,Toluca 511. Entre Privada de los Angeles y Cerrada de Seminario. Col. Olivar de los Padres. Cp. 01780,Ciudad de México,Álvaro Obregón,19.338921,-99.218854
Elote,Pieza,S/M,Hortalizas Frescas,Frutas y Legumbres,15.9,2026/07/31,Wal-mart Express,Supermercado / Tienda de Autoservicio,Walmart Express Sucursal Unidad Av. Toluca,Toluca 511. Entre Privada de los Angeles y Cerrada de Seminario. Col. Olivar de los Padres. Cp. 01780,Ciudad de México,Álvaro Obregón,19.338921,-99.218854
Espinacas,Manojo,S/M,Hortalizas Frescas,Frutas y Legumbres,14.9,2026/07/31,Wal-mart Express,Supermercado / Tienda de Autoservicio,Walmart Express Sucursal Unidad Av. Toluca,Toluca 511. Entre Privada de los Angeles y Cerrada de Seminario. Col. Olivar de los Padres. Cp. 01780,Ciudad de México,Álvaro Obregón,19.338921,-99.218854
Fresa,Paquete o Canastilla 454 Gr.,S/M,Frutas Frescas,Frutas y Legumbres,78,2026/07/31,Wal-mart Express,Supermercado / Tienda de Autoservicio,Walmart Express Sucursal Unidad Av. Toluca,Toluca 511. Entre Privada de los Angeles y Cerrada de Seminario. Col. Olivar de los Padres. Cp. 01780,Ciudad de México,Álvaro Obregón,19.338921,-99.218854
Guayaba,1 Kg. Granel,S/M,Frutas Frescas,Frutas y Legumbres,69,2026/07/31,Wal-mart Express,Supermercado / Tienda de Autoservicio,Walmart Express Sucursal Unidad Av. Toluca,Toluca 511. Entre Privada de los Angeles y Cerrada de Seminario. Col. Olivar de los Padres. Cp. 01780,Ciudad de México,Álvaro Obregón,19.338921,-99.218854
Jitomate,1 Kg. Granel. Saladette/huaje o Tomate Saladette/huaje,S/M,Hortalizas Frescas,Frutas y Legumbres,16,2026/07/31,Wal-mart Express,Supermercado / Tienda de Autoservicio,Walmart Express Sucursal Unidad Av. Toluca,Toluca 511. Entre Privada de los Angeles y Cerrada de Seminario. Col. Olivar de los Padres. Cp. 01780,Ciudad de México,Álvaro Obregón,19.338921,-99.218854
Kiwi,1 Kg. Granel,S/M,Frutas Frescas,Frutas y Legumbres,76,2026/07/31,Wal-mart Express,Supermercado / Tienda de Autoservicio,Walmart Express Sucursal Unidad Av. Toluca,Toluca 511. Entre Privada de los Angeles y Cerrada de Seminario. Col. Olivar de los Padres. Cp. 01780,Ciudad de México,Álvaro Obregón,19.338921,-99.218854
Lechuga,Pieza. Orejona o Larga,S/M,Hortalizas Frescas,Frutas y Legumbres,26.9,2026/07/31,Wal-mart Express,Supermercado / Tienda de Autoservicio,Walmart Express Sucursal Unidad Av. Toluca,Toluca 511. Entre Privada de los Angeles y Cerrada de Seminario. Col. Olivar de los Padres. Cp. 01780,Ciudad de México,Álvaro Obregón,19.338921,-99.218854
Lechuga,Pieza. Romana,S/M,Hortalizas Frescas,Frutas y Legumbres,24.9,2026/07/31,Wal-mart Express,Supermercado / Tienda de Autoservicio,Walmart Express Sucursal Unidad Av. Toluca,Toluca 511. Entre Privada de los Angeles y Cerrada de Seminario. Col. Olivar de los Padres. Cp. 01780,Ciudad de México,Álvaro Obregón,19.338921,-99.218854
Limón,1 Kg. Granel. Agrio con Semilla o Colima,S/M,Frutas Frescas,Frutas y Legumbres,40,2026/07/31,Wal-mart Express,Supermercado / Tienda de Autoservicio,Walmart Express Sucursal Unidad Av. Toluca,Toluca 511. Entre Privada de los Angeles y Cerrada de Seminario. Col. Olivar de los Padres. Cp. 01780,Ciudad de México,Álvaro Obregón,19.338921,-99.218854
Limón,1 Kg. Granel. Agrio Sin Semilla o Persa,S/M,Frutas Frescas,Frutas y Legumbres,40,2026/07/31,Wal-mart Express,Supermercado / Tienda de Autoservicio,Walmart Express Sucursal Unidad Av. Toluca,Toluca 511. Entre Privada de los Angeles y Cerrada de Seminario. Col. Olivar de los Padres. Cp. 01780,Ciudad de México,Álvaro Obregón,19.338921,-99.218854
Mamey,1 Kg. Granel,S/M,Frutas Frescas,Frutas y Legumbres,47.9,2026/07/31,Wal-mart Express,Supermercado / Tienda de Autoservicio,Walmart Express Sucursal Unidad Av. Toluca,Toluca 511. Entre Privada de los Angeles y Cerrada de Seminario. Col. Olivar de los Padres. Cp. 01780,Ciudad de México,Álvaro Obregón,19.338921,-99.218854
Mandarina,1 Kg. Granel,S/M,Frutas Frescas,Frutas y Legumbres,49.9,2026/07/31,Wal-mart Express,Supermercado / Tienda de Autoservicio,Walmart Express Sucursal Unidad Av. Toluca,Toluca 511. Entre Privada de los Angeles y Cerrada de Seminario. Col. Olivar de los Padres. Cp. 01780,Ciudad de México,Álvaro Obregón,19.338921,-99.218854
Mango,1 Kg. Granel. Ataulfo,S/M,Frutas Frescas,Frutas y Legumbres,42,2026/07/31,Wal-mart Express,Supermercado / Tienda de Autoservicio,Walmart Express Sucursal Unidad Av. Toluca,Toluca 511. Entre Privada de los Angeles y Cerrada de Seminario. Col. Olivar de los Padres. Cp. 01780,Ciudad de México,Álvaro Obregón,19.338921,-99.218854
